Selected,Cluster,Silhouette,Silhouette (Cluster),Selected (1),Selected (2),CustomerID,TotalSales,OrderCount,AvgOrderValue
No,C4,0.547428,0.15011,No,No,13877,-1.52595,-1.40587,-1.39056
No,C4,0.548103,0.15228,No,No,13878,0.662841,-1.40506,1.64119
No,C4,0.549444,0.156594,No,No,13880,1.3414,1.5614,-0.276822
No,C4,0.550107,0.158728,No,No,13881,1.69115,1.64441,1.53159
No,C4,0.550777,0.160889,No,No,13882,0.421881,0.648335,-0.263122
No,C4,0.551435,0.163008,No,No,13883,1.23663,0.92959,1.18183
No,C4,0.552094,0.165136,No,No,13884,-0.22041,0.649141,-1.26323
No,C4,0.552752,0.167259,No,No,13885,-0.288104,-0.31631,-0.238945
No,C4,0.553401,0.169357,No,No,13886,-1.04805,-1.40426,-0.309863
No,C4,0.554052,0.171461,No,No,13887,-0.685406,-1.40345,0.436387
No,C4,0.554702,0.173562,No,No,13888,-0.0979152,-0.315504,0.0648738
No,C4,0.555343,0.175639,No,No,13889,-0.479905,-1.40264,0.801454
No,C4,0.555984,0.177716,No,No,13890,0.721671,1.22535,-0.719253
No,C4,0.557261,0.181858,No,No,13892,-0.0431149,0.649947,-1.06176
No,C4,0.557893,0.183908,No,No,13893,0.240557,-1.40184,1.50902
No,C4,0.558528,0.185972,No,No,13894,-0.178504,0.266345,-0.791783
No,C4,0.559154,0.188006,No,No,13895,1.20762,0.650753,1.35832
No,C4,0.560406,0.192082,No,No,13897,-0.82563,-1.40103,0.149492
No,C4,0.561025,0.194101,No,No,13898,-1.37686,-1.40023,-1.08271
No,C4,0.561648,0.196132,No,No,13899,-0.559688,-0.314699,-0.730536
No,C4,0.562265,0.198145,No,No,13900,0.135792,0.267151,-0.286493
No,C4,0.562875,0.200137,No,No,13901,1.27934,0.930396,1.2463
No,C4,0.564706,0.206126,No,No,13904,-0.737789,-0.313893,-0.978749
No,C4,0.567111,0.214017,No,No,13908,1.16088,0.651559,1.27451
No,C4,0.568894,0.219882,No,No,13911,1.20681,1.39942,-0.0471443
No,C4,0.570662,0.225711,No,No,13914,-0.0552032,-0.313087,0.168833
No,C4,0.572405,0.231474,No,No,13917,-0.964243,-0.312281,-1.25114
No,C4,0.572982,0.233384,No,No,13918,0.612876,-0.311475,1.30271
No,C4,0.573559,0.235297,No,No,13919,-0.570164,-0.310669,-0.752295
No,C4,0.575268,0.240971,No,No,13922,-1.30433,-1.39942,-0.927978
No,C4,0.575836,0.242859,No,No,13923,-0.678959,-1.39862,0.449282
No,C4,0.576399,0.244734,No,No,13924,0.827242,0.931201,0.107586
No,C4,0.576962,0.246607,No,No,13925,0.0447267,0.652365,-0.951349
No,C4,0.57752,0.248469,No,No,13926,-1.11414,-1.39781,-0.474264
No,C4,0.578077,0.250328,No,No,13927,-0.687824,-1.397,0.430746
No,C4,0.578631,0.252176,No,No,13928,-0.374334,0.653171,-1.397
No,C4,0.579185,0.254028,No,No,13929,0.263928,-0.309863,0.819989
No,C4,0.579734,0.255866,No,No,13930,-0.720865,-0.309057,-0.955378
No,C4,0.58028,0.257693,No,No,13931,0.630606,-0.308251,1.31803
No,C4,0.580825,0.259522,No,No,13932,-0.849001,-1.3962,0.110003
No,C4,0.58137,0.261348,No,No,13933,-0.0930799,-0.307446,0.0801857
No,C4,0.581905,0.263146,No,No,13934,0.357411,-1.39539,1.55173
No,C4,0.582981,0.266763,No,No,13936,-0.601594,-1.39459,0.605623
No,C4,0.583513,0.268554,No,No,13937,-1.36477,-1.39378,-1.05692
No,C4,0.584042,0.270335,No,No,13938,-1.67181,-1.39297,-1.63635
No,C4,0.584576,0.272139,No,No,13939,-0.174474,0.267957,-0.782113
No,C4,0.585103,0.273915,No,No,13940,0.259092,0.653977,-0.587088
No,C4,0.585621,0.275668,No,No,13941,1.5332,0.932007,1.59042
No,C4,0.588221,0.284477,No,No,13946,-0.182533,0.268763,-0.799842
No,C4,0.588729,0.286202,No,No,13947,-1.6299,-1.39217,-1.55899
No,C4,0.58924,0.287939,No,No,13948,-1.59445,-1.39136,-1.50499
No,C4,0.589751,0.28968,No,No,13949,1.0126,0.932813,0.633829
No,C4,0.59026,0.291413,No,No,13950,0.141433,0.654783,-0.806289
No,C4,0.590765,0.293135,No,No,13951,0.035056,0.269569,-0.464593
No,C4,0.591261,0.294829,No,No,13952,1.34623,-0.30664,1.67423
No,C4,0.591762,0.296539,No,No,13953,1.32286,1.10124,1.13509
No,C4,0.592262,0.298248,No,No,13954,-1.09802,-1.39056,-0.444446
No,C4,0.592759,0.299951,No,No,13955,-0.777277,-0.305834,-1.03274
No,C4,0.593253,0.301643,No,No,13956,0.297775,0.655588,-0.51617
No,C4,0.594723,0.306687,No,No,13959,-0.12048,0.270375,-0.68863
No,C4,0.595206,0.30835,No,No,13960,-1.08835,-0.305028,-1.40587
No,C4,0.596171,0.311673,No,No,13962,-1.3148,-0.304222,-1.58397
No,C4,0.596654,0.313336,No,No,13963,0.021356,0.656394,-0.981972
No,C4,0.598551,0.319895,No,No,13967,-1.64925,-1.38975,-1.59686
No,C4,0.599492,0.323156,No,No,13969,1.6299,1.61137,1.07868
No,C4,0.600428,0.326408,No,No,13971,1.25356,1.33092,0.404152
No,C4,0.600892,0.328022,No,No,13972,-1.24066,-0.303416,-1.54045
No,C4,0.601356,0.329636,No,No,13973,-0.986002,-1.38894,-0.180116
No,C4,0.601816,0.331239,No,No,13974,-0.493605,-1.38814,0.785336
No,C4,0.602273,0.332833,No,No,13975,1.19473,1.10205,0.819183
No,C4,0.602731,0.334431,No,No,13976,-0.652365,-1.38733,0.491188
No,C4,0.603636,0.337595,No,No,13978,-1.21729,-0.30261,-1.52433
No,C4,0.604086,0.339172,No,No,13979,0.296969,-1.38653,1.52756
No,C4,0.604535,0.340746,No,No,13980,-1.20279,-1.38572,-0.678153
No,C4,0.605429,0.343883,No,No,13982,1.00051,0.6572,1.00212
No,C4,0.605871,0.345435,No,No,13983,1.21165,1.52595,-0.523423
No,C4,0.606314,0.346996,No,No,13984,0.354993,0.933619,-0.822407
No,C4,0.60675,0.348529,No,No,13985,1.60492,1.57833,1.07546
No,C4,0.60719,0.35008,No,No,13986,-0.786142,-1.38492,0.225245
No,C4,0.608058,0.353145,No,No,13988,1.46228,1.10286,1.40748
No,C4,0.608493,0.354682,No,No,13989,0.649141,-0.301804,1.3414
No,C4,0.608922,0.3562,No,No,13990,-0.823213,-1.38411,0.15191
No,C4,0.60935,0.357719,No,No,13991,0.27924,1.10366,-1.20037
No,C4,0.609771,0.359211,No,No,13992,-1.65489,-1.3833,-1.60815
No,C4,0.610201,0.360737,No,No,13993,1.3833,1.40023,0.649141
No,C4,0.610626,0.362245,No,No,13994,1.11253,0.934425,0.892519
No,C4,0.611048,0.363746,No,No,13995,0.744236,0.935231,-0.0971093
No,C4,0.612714,0.369683,No,No,13999,1.43891,1.52675,0.259898
No,C4,0.613127,0.37116,No,No,14000,-0.0406973,-1.3825,1.34543
No,C4,0.61354,0.372637,No,No,14001,1.05773,0.271181,1.40184
No,C4,0.613951,0.374109,No,No,14002,-0.244586,-0.300998,-0.176892
No,C4,0.614763,0.377016,No,No,14004,1.49774,1.22616,1.36396
No,C4,0.615169,0.378474,No,No,14005,1.28096,0.936037,1.24953
No,C4,0.615575,0.379933,No,No,14006,0.391258,0.271987,0.23008
No,C4,0.616775,0.384253,No,No,14009,0.0713209,-0.300193,0.422687
No,C4,0.617959,0.388531,No,No,14012,-0.754712,-1.38169,0.291328
No,C4,0.618352,0.389953,No,No,14013,-0.359022,0.272792,-1.0682
No,C4,0.618743,0.391367,No,No,14014,-0.289716,-1.38089,1.10286
No,C4,0.619131,0.392775,No,No,14015,0.350158,-1.38008,1.54851
No,C4,0.619518,0.394177,No,No,14016,1.4792,0.658006,1.61379
No,C4,0.620675,0.398384,No,No,14019,0.761159,0.273598,1.01904
No,C4,0.621058,0.399779,No,No,14020,-0.0261913,-0.299387,0.233304
No,C4,0.621438,0.401163,No,No,14021,-0.0463385,0.274404,-0.580641
No,C4,0.621814,0.402537,No,No,14022,-0.424299,-1.37927,0.894937
No,C4,0.622191,0.403913,No,No,14023,-0.961019,-1.37847,-0.128539
No,C4,0.622567,0.405288,No,No,14024,-0.760354,-0.298581,-1.00534
No,C4,0.623679,0.409361,No,No,14027,-1.58558,-1.37766,-1.48887
No,C4,0.624423,0.412091,No,No,14029,-0.367887,-0.297775,-0.386422
No,C4,0.624787,0.413431,No,No,14030,1.15766,1.33173,-0.000402943
No,C4,0.625148,0.414758,No,No,14031,1.69196,1.63796,1.55415
No,C4,0.625516,0.416113,No,No,14032,1.26403,1.44697,-0.092274
No,C4,0.626241,0.418789,No,No,14034,-0.0124912,0.27521,-0.5202
No,C4,0.626599,0.420112,No,No,14035,0.765995,0.936843,-0.0552032
No,C4,0.626954,0.421425,No,No,14036,-0.0543973,-1.37686,1.33414
No,C4,0.627309,0.422739,No,No,14037,-1.41715,-0.296969,-1.62829
No,C4,0.627666,0.424062,No,No,14038,0.840942,0.276016,1.14476
No,C4,0.628017,0.42536,No,No,14039,-1.39862,-1.37605,-1.11897
No,C4,0.628369,0.426667,No,No,14040,1.3962,1.52756,0.0455326
No,C4,0.628718,0.427964,No,No,14041,-1.43649,-1.37524,-1.20923
No,C4,0.629763,0.431855,No,No,14044,-0.0100736,0.658812,-1.00937
No,C4,0.630107,0.433138,No,No,14045,0.894131,0.659618,0.789365
No,C4,0.630447,0.434406,No,No,14046,-1.38492,-1.37444,-1.09238
No,C4,0.630793,0.435699,No,No,14047,0.388034,0.660424,-0.346934
No,C4,0.631131,0.436962,No,No,14048,-0.503276,-1.37363,0.764383
No,C4,0.631467,0.43822,No,No,14049,1.55979,0.66123,1.65811
No,C4,0.631809,0.439501,No,No,14050,0.144657,-0.296163,0.575806
No,C4,0.632137,0.440733,No,No,14051,1.68148,1.66375,1.36074
No,C4,0.632475,0.442002,No,No,14052,-1.10769,-1.37283,-0.458952
No,C4,0.632808,0.443254,No,No,14053,-0.994061,-0.295357,-1.29949
No,C4,0.633135,0.444484,No,No,14054,-1.62426,-1.37202,-1.55012
No,C4,0.633468,0.445735,No,No,14055,0.117256,-1.37122,1.43407
No,C4,0.633795,0.446968,No,No,14056,1.62346,1.67262,0.467817
No,C4,0.634122,0.448202,No,No,14057,1.58155,1.62426,0.537929
No,C4,0.634772,0.450657,No,No,14059,-1.26323,-1.37041,-0.828048
No,C4,0.635095,0.451878,No,No,14060,1.56463,1.63877,0.253451
No,C4,0.635735,0.454302,No,No,14062,1.6573,1.52836,1.53078
No,C4,0.636378,0.456739,No,No,14064,0.713612,0.937649,-0.145462
No,C4,0.637008,0.459132,No,No,14066,-1.3962,-1.3696,-1.11656
No,C4,0.637326,0.460342,No,No,14067,-0.606429,-0.294551,-0.797424
No,C4,0.637637,0.461529,No,No,14068,-0.982778,-1.3688,-0.172057
No,C4,0.63857,0.465088,No,No,14071,0.663647,1.10447,-0.553241
No,C4,0.639184,0.467436,No,No,14073,-1.40587,-1.36799,-1.13428
No,C4,0.639799,0.469792,No,No,14075,-0.056815,-0.293746,0.167221
No,C4,0.640098,0.470941,No,No,14076,-1.5058,-1.36719,-1.3551
No,C4,0.640403,0.472111,No,No,14077,-0.300998,0.938454,-1.5195
No,C4,0.640704,0.47327,No,No,14078,0.474264,1.10527,-0.906219
No,C4,0.641004,0.474423,No,No,14079,-0.604818,-1.36638,0.591923
No,C4,0.641299,0.475558,No,No,14080,-1.70243,-1.36557,-1.69115
No,C4,0.641601,0.476721,No,No,14081,0.371111,-0.29294,1.00051
No,C4,0.641895,0.477857,No,No,14082,-1.26645,-1.36477,-0.836107
No,C4,0.64219,0.478994,No,No,14083,-0.205098,1.22696,-1.60412
No,C4,0.642775,0.481258,No,No,14085,1.43085,1.59525,-0.234916
No,C4,0.643643,0.48462,No,No,14088,1.71694,1.56221,1.72016
No,C4,0.643935,0.485751,No,No,14089,-1.3551,-1.36396,-1.03919
No,C4,0.64422,0.486858,No,No,14090,-1.66053,-1.36316,-1.61459
No,C4,0.644793,0.489087,No,No,14092,1.41715,1.52917,0.138209
No,C4,0.645077,0.490197,No,No,14093,-0.42027,-1.36235,0.908637
No,C4,0.645918,0.493477,No,No,14096,1.72178,1.61218,1.71613
No,C4,0.646478,0.495667,No,No,14098,-1.41634,-1.36154,-1.15927
No,C4,0.646757,0.49676,No,No,14099,1.32125,1.48082,-0.0769621
No,C4,0.647033,0.497841,No,No,14100,-1.22293,-1.36074,-0.724089
No,C4,0.647307,0.498915,No,No,14101,1.57108,1.10608,1.57833
No,C4,0.647586,0.500008,No,No,14102,0.634635,0.662035,0.141433
No,C4,0.648127,0.502137,No,No,14104,-1.14154,-0.292134,-1.46953
No,C4,0.648397,0.503199,No,No,14105,0.649947,-1.35993,1.63958
No,C4,0.648937,0.505327,No,No,14107,1.23986,1.22777,0.650753
No,C4,0.649207,0.506392,No,No,14108,-0.121286,-0.291328,0.0269972
No,C4,0.649468,0.507424,No,No,14109,-1.42843,-1.35913,-1.18989
No,C4,0.649734,0.508475,No,No,14110,1.54367,1.48162,1.05208
No,C4,0.650002,0.509533,No,No,14111,0.0656797,0.662841,-0.923143
No,C4,0.650263,0.510567,No,No,14112,1.28579,1.22857,0.799036
No,C4,0.650527,0.511611,No,No,14113,0.723283,0.276822,0.961019
No,C4,0.650787,0.512645,No,No,14114,-0.566135,-0.290522,-0.742624
No,C4,0.651305,0.514702,No,No,14116,0.731342,0.93926,-0.108392
No,C4,0.651558,0.515706,No,No,14117,-1.63313,-1.35832,-1.56463
No,C4,0.652584,0.519792,No,No,14121,1.04725,0.277628,1.38653
No,C4,0.653341,0.522817,No,No,14124,-0.469429,-1.35752,0.812736
No,C4,0.653591,0.523817,No,No,14125,1.24872,0.278434,1.54448
No,C4,0.653843,0.524828,No,No,14126,-0.0245795,-0.289716,0.23411
No,C4,0.654091,0.525823,No,No,14127,0.0938857,0.27924,-0.364663
No,C4,0.654339,0.526816,No,No,14128,-0.0382796,-0.28891,0.214769
No,C4,0.654584,0.527802,No,No,14129,0.396093,0.663647,-0.32034
No,C4,0.654828,0.52878,No,No,14130,-0.334846,-1.35671,1.04241
No,C4,0.655314,0.530738,No,No,14132,1.34704,1.44777,0.277628
No,C4,0.655559,0.531724,No,No,14133,-0.0971093,0.280045,-0.66123
No,C4,0.656038,0.533655,No,No,14135,1.47195,1.56302,0.274404
No,C4,0.656756,0.536556,No,No,14138,-0.035056,-1.3559,1.34946
No,C4,0.656994,0.537519,No,No,14139,-0.484741,-1.3551,0.795813
No,C4,0.657229,0.538473,No,No,14140,-0.219604,-1.35429,1.19231
No,C4,0.657466,0.539432,No,No,14141,0.0576209,0.280851,-0.421076
No,C4,0.657699,0.540377,No,No,14142,-0.818377,-1.35349,0.160774
No,C4,0.657928,0.541308,No,No,14143,-1.52997,-1.35268,-1.40023
No,C4,0.658393,0.543198,No,No,14145,1.42199,0.664453,1.55576
No,C4,0.658624,0.544137,No,No,14146,1.29627,0.665259,1.44697
No,C4,0.658856,0.545083,No,No,14147,-0.337263,-0.288104,-0.329204
No,C4,0.65908,0.545998,No,No,14148,-1.37041,-1.35187,-1.07062
No,C4,0.65931,0.546935,No,No,14149,-0.414628,-1.35107,0.922337
No,C4,0.659538,0.547867,No,No,14150,0.00523826,-0.287298,0.29294
No,C4,0.659988,0.549706,No,No,14152,-0.0680974,-0.286493,0.145462
No,C4,0.660433,0.551527,No,No,14154,0.708777,-0.285687,1.38975
No,C4,0.660651,0.552421,No,No,14155,-1.52111,-1.35026,-1.3825
No,C4,0.66087,0.553321,No,No,14156,1.72742,1.72258,1.70163
No,C4,0.661097,0.554251,No,No,14157,-0.437999,-0.284881,-0.532288
No,C4,0.661314,0.555144,No,No,14158,-0.284075,-1.34946,1.11172
No,C4,0.661531,0.556034,No,No,14159,1.50338,1.48243,0.846583
No,C4,0.661968,0.557835,No,No,14161,0.535511,0.281657,0.55727
No,C4,0.662182,0.558715,No,No,14162,-0.920725,-0.284075,-1.18586
No,C4,0.662396,0.559599,No,No,14163,1.17941,0.666065,1.30755
No,C4,0.66261,0.560483,No,No,14164,0.882848,-0.283269,1.5066
No,C4,0.662821,0.561351,No,No,14165,-1.50499,-1.34865,-1.35429
No,C4,0.663247,0.563115,No,No,14167,-0.159968,0.666871,-1.19392
No,C4,0.664085,0.566586,No,No,14171,-0.637859,-1.34784,0.524229
No,C4,0.6645,0.568308,No,No,14173,-0.40657,0.667677,-1.43085
No,C4,0.664703,0.569155,No,No,14174,-1.46873,-1.34704,-1.26967
No,C4,0.664909,0.570013,No,No,14175,1.3422,0.282463,1.60976
No,C4,0.665116,0.570875,No,No,14176,-0.155939,0.668483,-1.18828
No,C4,0.66532,0.571723,No,No,14177,-0.187369,0.669288,-1.21971
No,C4,0.665523,0.572568,No,No,14178,0.606429,1.10688,-0.678959
No,C4,0.665725,0.573414,No,No,14179,0.110003,-0.282463,0.501664
No,C4,0.665923,0.574238,No,No,14180,1.50741,1.6839,-0.775665
No,C4,0.666721,0.577578,No,No,14184,-0.403346,-1.34623,0.945707
No,C4,0.666918,0.578402,No,No,14185,-1.21084,-1.34543,-0.703942
No,C4,0.667508,0.58088,No,No,14188,1.06498,1.10769,0.386422
No,C4,0.667702,0.581693,No,No,14189,1.48162,1.57913,0.147074
No,C4,0.668089,0.583323,No,No,14191,1.47356,1.52997,0.47507
No,C4,0.668476,0.584952,No,No,14193,0.274404,-0.281657,0.847389
No,C4,0.668663,0.585742,No,No,14194,1.66375,1.65569,1.19714
No,C4,0.668857,0.58656,No,No,14195,0.437193,-0.280851,1.10527
No,C4,0.669045,0.587356,No,No,14196,-0.728118,-1.34462,0.338875
No,C4,0.669423,0.588955,No,No,14198,0.0809916,0.670094,-0.899772
No,C4,0.669608,0.589738,No,No,14199,-1.25678,-1.34382,-0.813542
No,C4,0.669981,0.59132,No,No,14201,0.146268,1.22938,-1.48001
No,C4,0.670722,0.594463,No,No,14205,-0.370305,-0.280045,-0.393675
No,C4,0.670903,0.595234,No,No,14206,-0.757936,-1.34301,0.286493
No,C4,0.671264,0.596773,No,No,14208,-1.40184,-1.3422,-1.12623
No,C4,0.671448,0.597556,No,No,14209,1.07223,1.1085,0.412211
No,C4,0.671629,0.598325,No,No,14210,1.01098,1.1093,0.204292
No,C4,0.671807,0.599087,No,No,14211,1.12784,1.40103,-0.266345
No,C4,0.671984,0.599842,No,No,14212,0.499246,-1.3414,1.60815
No,C4,0.672342,0.601372,No,No,14214,0.428328,0.940066,-0.670094
No,C4,0.672518,0.602125,No,No,14215,0.962631,1.11011,0.0189383
No,C4,0.672693,0.602875,No,No,14216,0.641082,-0.27924,1.33334
No,C4,0.672866,0.603615,No,No,14217,1.01421,1.61298,-1.37686
No,C4,0.673039,0.604359,No,No,14218,-1.31561,-1.34059,-0.952154
No,C4,0.67339,0.605863,No,No,14220,-0.0439208,-0.278434,0.191398
No,C4,0.673559,0.606592,No,No,14221,1.37686,1.40184,0.631412
No,C4,0.67373,0.607326,No,No,14222,0.0527855,-1.33979,1.40426
No,C4,0.673904,0.608074,No,No,14223,0.41624,0.283269,0.304222
No,C4,0.674073,0.608803,No,No,14224,0.475876,0.6709,-0.188174
No,C4,0.67441,0.610253,No,No,14226,1.123,0.940872,0.920725
No,C4,0.674577,0.610974,No,No,14227,1.36235,1.44858,0.336457
No,C4,0.674912,0.612419,No,No,14229,0.835301,0.284075,1.13187
No,C4,0.675244,0.613856,No,No,14231,0.363858,0.284881,0.122898
No,C4,0.675407,0.614562,No,No,14232,1.06095,0.941678,0.761965
No,C4,0.675572,0.615275,No,No,14233,0.783724,0.671706,0.537123
No,C4,0.675735,0.615981,No,No,14234,0.182533,0.672512,-0.736177
No,C4,0.675895,0.616676,No,No,14235,1.32689,0.942484,1.33737
No,C4,0.676059,0.617388,No,No,14236,-0.317922,-0.277628,-0.295357
No,C4,0.676217,0.618071,No,No,14237,-1.35429,-1.33898,-1.03838
No,C4,0.676377,0.618766,No,No,14238,-1.42037,-1.33817,-1.16733
No,C4,0.676538,0.619465,No,No,14239,1.16571,1.48323,-0.531482
No,C4,0.676699,0.620165,No,No,14240,0.319534,-0.276822,0.918307
No,C4,0.676855,0.620844,No,No,14241,-1.15604,-1.33737,-0.558882
No,C4,0.677013,0.621532,No,No,14242,-0.948125,-0.276016,-1.21649
No,C4,0.677169,0.622213,No,No,14243,1.18828,1.40264,-0.114033
No,C4,0.677481,0.623574,No,No,14245,0.91186,-0.27521,1.51869
No,C4,0.677637,0.624253,No,No,14246,0.787754,0.285687,1.06578
No,C4,0.677787,0.624911,No,No,14247,-1.45583,-1.33656,-1.2455
No,C4,0.677943,0.625593,No,No,14248,-0.872372,-1.33576,0.0624562
No,C4,0.678248,0.626924,No,No,14250,0.624965,-1.33495,1.63635
No,C4,0.6784,0.627592,No,No,14251,1.16894,0.673318,1.2866
No,C4,0.679153,0.630892,No,No,14256,0.394481,-0.274404,1.04483
No,C4,0.6793,0.631539,No,No,14257,1.31964,0.94329,1.32286
No,C4,0.679446,0.632181,No,No,14258,1.67745,1.40345,1.6573
No,C4,0.679593,0.632827,No,No,14259,-1.51547,-1.33414,-1.37202
No,C4,0.67989,0.634136,No,No,14261,0.585476,-0.273598,1.26
No,C4,0.680035,0.634775,No,No,14262,1.14718,1.23019,0.305028
No,C4,0.680326,0.636056,No,No,14264,-0.733759,-0.272792,-0.973108
No,C4,0.680471,0.636698,No,No,14265,-0.242975,-0.271987,-0.17528
No,C4,0.680757,0.63796,No,No,14267,0.812736,0.286493,1.10447
No,C4,0.681182,0.639842,No,No,14270,-0.314699,-1.33334,1.07223
No,C4,0.681321,0.640456,No,No,14271,-1.55335,-1.33253,-1.43569
No,C4,0.681466,0.641097,No,No,14272,-0.427523,-0.271181,-0.504888
No,C4,0.681604,0.641712,No,No,14273,-0.184951,0.674124,-1.21729
No,C4,0.682022,0.643567,No,No,14276,0.546794,0.287298,0.578223
No,C4,0.682158,0.644169,No,No,14277,1.46953,0.288104,1.65569
No,C4,0.682567,0.645991,No,No,14280,-1.47034,-1.33173,-1.2737
No,C4,0.68284,0.647208,No,No,14282,1.36557,1.56382,-0.208322
No,C4,0.683113,0.648422,No,No,14284,-0.127733,-0.270375,0.0149089
No,C4,0.683246,0.649016,No,No,14285,1.0134,0.67493,1.03033
No,C4,0.683377,0.649604,No,No,14286,1.50016,0.28891,1.66859
No,C4,0.683508,0.65019,No,No,14287,-1.64522,-0.269569,-1.69599
No,C4,0.683643,0.650793,No,No,14288,-0.45734,-1.33092,0.844972
No,C4,0.683776,0.651385,No,No,14289,0.251034,0.944096,-0.977137
No,C4,0.683907,0.651971,No,No,14290,1.14879,0.944902,0.986002
No,C4,0.684037,0.652553,No,No,14291,1.3551,1.40426,0.554047
No,C4,0.684165,0.653131,No,No,14292,1.48807,1.23099,1.34704
No,C4,0.684298,0.653723,No,No,14293,0.132568,0.289716,-0.28891
No,C4,0.684551,0.654859,No,No,14295,-1.33012,-1.33012,-0.981166
No,C4,0.684809,0.65602,No,No,14297,0.676541,0.675736,0.268763
No,C4,0.684931,0.656569,No,No,14298,1.71855,1.71533,1.6299
No,C4,0.68506,0.657147,No,No,14299,1.40667,1.33253,0.971496
No,C4,0.685182,0.657697,No,No,14300,-1.70405,-1.32931,-1.69438
No,C4,0.685311,0.658277,No,No,14301,-0.0326384,-1.3285,1.35187
No,C4,0.685684,0.659958,No,No,14304,-0.578223,-1.3277,0.640277
No,C4,0.685808,0.660516,No,No,14305,0.993255,0.290522,1.32125
No,C4,0.68593,0.661067,No,No,14306,1.07868,-0.268763,1.59928
No,C4,0.686052,0.661617,No,No,14307,1.29949,1.11091,1.09157
No,C4,0.686295,0.662716,No,No,14309,1.02952,1.33334,-0.296163
No,C4,0.686536,0.663807,No,No,14311,-0.828854,-1.32689,0.139821
No,C4,0.686656,0.664352,No,No,14312,0.872372,1.11172,-0.155133
No,C4,0.686892,0.665418,No,No,14314,-1.51466,-1.32609,-1.37122
No,C4,0.687012,0.665965,No,No,14315,1.18747,1.11253,0.78453
No,C4,0.687248,0.667035,No,No,14317,-0.281657,-1.32528,1.11494
No,C4,0.6876,0.668634,No,No,14320,-0.351769,-0.267957,-0.350158
No,C4,0.687715,0.669157,No,No,14321,0.822407,0.945707,0.0987211
No,C4,0.687947,0.670212,No,No,14323,-0.100333,-0.267151,0.0608444
No,C4,0.688288,0.671764,No,No,14326,-1.26161,-1.32447,-0.824019
No,C4,0.688402,0.672286,No,No,14327,-0.820795,-1.32367,0.156745
No,C4,0.688625,0.673305,No,No,14329,1.52675,1.2318,1.42602
No,C4,0.688853,0.674346,No,No,14331,-0.379975,-0.266345,-0.405764
No,C4,0.688965,0.674856,No,No,14332,0.290522,0.291328,-0.035056
No,C4,0.689074,0.675355,No,No,14333,-0.487964,-1.32286,0.790171
No,C4,0.689184,0.675857,No,No,14334,1.20117,1.33414,0.217992
No,C4,0.689296,0.67637,No,No,14335,-0.367081,-0.265539,-0.383199
No,C4,0.689404,0.676866,No,No,14336,0.874789,0.676541,0.734565
No,C4,0.689623,0.677867,No,No,14338,-0.139821,-0.264734,-0.00926769
No,C4,0.689729,0.678356,No,No,14339,-0.832883,-1.32206,0.133374
No,C4,0.689835,0.67884,No,No,14340,-1.46712,-1.32125,-1.26645
No,C4,0.689942,0.679334,No,No,14341,1.10769,1.33495,-0.130151
No,C4,0.69005,0.67983,No,No,14342,0.028609,0.677347,-0.971496
No,C4,0.69026,0.680793,No,No,14344,0.317116,1.33576,-1.44294
No,C4,0.690364,0.681273,No,No,14345,-1.5743,-1.32044,-1.46389
No,C4,0.690471,0.681764,No,No,14346,0.445252,-0.263928,1.12058
No,C4,0.690679,0.682721,No,No,14348,-0.504082,-1.31964,0.761159
No,C4,0.690781,0.683192,No,No,14349,-1.47195,-1.31883,-1.27612
No,C4,0.690885,0.683673,No,No,14350,-0.942484,-1.31803,-0.0737386
No,C4,0.690985,0.684132,No,No,14351,-1.6976,-1.31722,-1.67987
No,C4,0.691089,0.684613,No,No,14352,0.506499,0.678153,-0.148686
No,C4,0.691189,0.685071,No,No,14353,-1.6291,-1.31642,-1.55818
No,C4,0.691289,0.685537,No,No,14354,-1.63877,-1.31561,-1.57349
No,C4,0.691391,0.686006,No,No,14355,-1.29466,-1.3148,-0.908637
No,C4,0.691492,0.686474,No,No,14356,0.0801857,-0.263122,0.444446
No,C4,0.69159,0.686929,No,No,14357,-1.10527,-1.314,-0.456535
No,C4,0.691789,0.687847,No,No,14359,0.342099,0.292134,0.0769621
No,C4,0.691885,0.688291,No,No,14360,1.0956,0.678959,1.177
No,C4,0.69208,0.689193,No,No,14362,-1.35349,-1.31319,-1.03597
No,C4,0.692272,0.690087,No,No,14364,1.41554,1.33656,0.994061
No,C4,0.692559,0.691417,No,No,14367,1.63958,1.59606,1.25114
No,C4,0.692657,0.691869,No,No,14368,-1.38411,-1.31239,-1.09157
No,C4,0.69294,0.693186,No,No,14371,-1.60412,-1.31158,-1.51627
No,C4,0.693127,0.694058,No,No,14373,-1.65569,-1.31077,-1.60895
No,C4,0.693316,0.694936,No,No,14375,-1.00131,-1.30997,-0.217186
No,C4,0.693502,0.695804,No,No,14377,-0.077768,-0.262316,0.122092
No,C4,0.693685,0.696658,No,No,14379,-0.693465,-0.26151,-0.913472
No,C4,0.693866,0.697504,No,No,14381,-1.19311,-1.30916,-0.658006
No,C4,0.693957,0.697926,No,No,14382,-0.0560091,-1.30836,1.33253
No,C4,0.694048,0.698353,No,No,14383,0.639471,0.29294,0.79823
No,C4,0.694225,0.699182,No,No,14385,-1.19473,0.293746,-1.64441
No,C4,0.694314,0.699596,No,No,14386,-1.43407,-1.30755,-1.20359
